theta,phi,B
3.951688872439991507e-02,9.301922382137375322e-01,6.800948324191200989e+00
3.951688872439991507e-02,9.477430351611665360e-01,6.752058598685223956e+00
3.951688872439991507e-02,9.652938321085955398e-01,6.708264040114600313e+00
3.951688872439991507e-02,9.828446290560246545e-01,6.669467950248541221e+00
3.951688872439991507e-02,1.000395426003453547e+00,6.635528930100371703e+00
3.951688872439991507e-02,1.017946222950882662e+00,6.606265136052396514e+00
3.951688872439991507e-02,1.035497019898311555e+00,6.581458952789932759e+00
3.951688872439991507e-02,1.053047816845740670e+00,6.560861949675028448e+00
3.951688872439991507e-02,1.070598613793169562e+00,6.544199998705429344e+00
3.951688872439991507e-02,1.088149410740598677e+00,6.531178447181295255e+00
3.951688872439991507e-02,1.105700207688027570e+00,6.521487254801217937e+00
3.951688872439991507e-02,1.123251004635456685e+00,6.514806021377291145e+00
3.951688872439991507e-02,1.140801801582885799e+00,6.510808846179836351e+00
3.951688872439991507e-02,1.158352598530314692e+00,6.509168971944851556e+00
3.951688872439991507e-02,1.175903395477743807e+00,6.509563175099134291e+00
3.951688872439991507e-02,1.193454192425172700e+00,6.511675868569512637e+00
3.951688872439991507e-02,1.211004989372601814e+00,6.515202884920856974e+00
3.951688872439991507e-02,1.228555786320030707e+00,6.519854906225202029e+00
3.951688872439991507e-02,1.246106583267459822e+00,6.525360504060352618e+00
3.951688872439991507e-02,1.263657380214888715e+00,6.531468749653538630e+00
3.951688872439991507e-02,1.281208177162317829e+00,6.537951351790576737e+00
3.951688872439991507e-02,1.298758974109746722e+00,6.544604280005944297e+00
3.951688872439991507e-02,1.316309771057175837e+00,6.551248833851594178e+00
3.951688872439991507e-02,1.333860568004604730e+00,6.557732126484240531e+00
3.951688872439991507e-02,1.351411364952033844e+00,6.563926962766512219e+00
3.951688872439991507e-02,1.368962161899462737e+00,6.569731108431540179e+00
3.951688872439991507e-02,1.386512958846891852e+00,6.575065967018262292e+00
3.951688872439991507e-02,1.404063755794320745e+00,6.579874704206248204e+00
3.951688872439991507e-02,1.421614552741749860e+00,6.584119883454167876e+00
3.951688872439991507e-02,1.439165349689178974e+00,6.587780700806829870e+00
3.951688872439991507e-02,1.456716146636607867e+00,6.590849928590866824e+00
3.951688872439991507e-02,1.474266943584036982e+00,6.593330695703674138e+00
3.951688872439991507e-02,1.491817740531465875e+00,6.595233244729640454e+00
3.951688872439991507e-02,1.509368537478894989e+00,6.596571811922212092e+00
3.951688872439991507e-02,1.526919334426323882e+00,6.597361774338185825e+00
3.951688872439991507e-02,1.544470131373752997e+00,6.597617198780969971e+00
3.951688872439991507e-02,1.562020928321181890e+00,6.597348909942122752e+00
3.951688872439991507e-02,1.579571725268611004e+00,6.596563171016013527e+00
3.951688872439991507e-02,1.597122522216039897e+00,6.595261040396931840e+00
3.951688872439991507e-02,1.614673319163469012e+00,6.593438434561742056e+00
3.951688872439991507e-02,1.632224116110897905e+00,6.591086891896630107e+00
3.951688872439991507e-02,1.649774913058327019e+00,6.588194997188103308e+00
3.951688872439991507e-02,1.667325710005755912e+00,6.584750393894706733e+00
3.951688872439991507e-02,1.684876506953185027e+00,6.580742283099906054e+00
3.951688872439991507e-02,1.702427303900614142e+00,6.576164285849580793e+00
3.951688872439991507e-02,1.719978100848043034e+00,6.571017530591334754e+00
3.951688872439991507e-02,1.737528897795472149e+00,6.565313820324746530e+00
